lY==Cv/Q,8|あまり近づくな|0
AaHJ[(WCF|ナミラの信者よ|0
dVZktBp0t_|私の時計は二分早い。|0
nX{JrpAt[4|ご婦人からどうぞ。|0
b4E$3H%h[x|英和辞書をよく使います。|0
t^I?UIh3Lu|スーツを新調する。|0
tBwR1xK`.k|新任の先生はどんな人ですか。|0
hj*F7m_JUR|パボがいなかったら、どうなっていたか分からない。自分で思うよりも勇敢なんだな|0
moK-qJIp/g|誰か何とかしてくれ！|0
gCMlb?>tAP|彼女は売り子だったことを秘密にしていた。|0
j@v`E7RcS+|彼女は安産だった。|0
h=%gl:HUxd|あなたは私より活力がある。|0
l~9#dFW_.l|チーズの製法を教えてください。|0
kxFs?j,S}C|私は東京大学に行っています。|0
dEI-9Nm4Di|役人が大勢いる。|0
r>,b=P]}ZA|７月には七夕がある。|0
eR.Ks21q^5|人より余分に勉強する。|0
f7NJ!BK[tX|ものは相談だけど。|0
c78bCQN5sM|ばかばかしいとしか言いようがない。|0
lk>pzfErLY|大使が？　何事だろう？|0
te@ubbTt{(|寂しいわ。|0
gGKaaGD9U!|新顔のようだな|0
s:C1!fEV4i|近づいてはいけない！|0
nF/U:ebYC<|何ヵ月も彼から便りがない。|0
cYq,Ve/n3;|彼女は第二のキュリー夫人だ。|0
h85lm3DLbH|という事は、新入りだな？|0
jYi}HRf8M_|この部屋は貸間です。|0
o~&.D#ZUwO|母は料理の達人だ。|0
mHrS>9FM7[|彼はオーバーを脱いだ。|0
fE,S[e<LEg|私の部屋はこの真下です。|0
j.28bhWV(r|裏切り者！|0
o[>Yg0YutV|道の左端に車を止めた。|0
lW3XV@I8V|彼は、裏切り者となった。|0
u&)RnUO),S|家族とは親密ですか？|0
szk}UP>7x4|彼女は小うるさい女だ。|0
czkF*Tch9N|私は日本食が好きです。|0
rD9,&cdyQ2|子供たちを薬に近付けるな。|0
uE-^p]Jsl:|他のを見せてください。|0
g`mNk-V^UY|個室ですか２人部屋ですか。|0
nBf=xfKqpS|父の仕事は、板前です。|0
sm0FQj2Q4G|余分の時間がたくさんある。|0
rD)Bs2~(q6|彼の家の裏手には広い庭がある。|0
t`i12O;%GF|近寄るな|0
fj6).XC!9#|本当に自分勝手だ。|0
jftKj45X!,|彼はいくつもの大発見で有名だ。|0
k7huL{p=/[|仕事は片付きましたか？|0
oiOcb9-j$G|私は東京の赤坂に住んでいます。|0
bQi+@`FyYP|彼女は使いで出た。|0
ou=!eu5maz|あの人は生き生きとしている。|0
dSl}bv^+C*|そんなことは、朝飯前だ。|0
h`yx>n$?yt|五十歩百歩。|0
kq<!Nl7,k(|犬に近寄るな。|0
dt(u8qWR.>|この店の名物料理はありますか。|0
oX5mlJku;O|月に生物はいない。|0
gI[fh/+oUy|八方美人になるな。|0
k_m5K2b?Hl|彼は身振りを交えて説明してくれたの。|0
pWjIkZvMu2|私の父は大工です。|0
k9](C!r5(E|ちょっと銀行によってくる。|0
j9P/+a?zWc|そのコーチが彼を名選手にした。|0
c;zmK9YA:a|何だって？　もっと分かりやすく話してくれよ|0
cs6uy-[96G|特使！|0
udd?jaF0GO|彼に近寄らないで。|0
g{]Z:[sC`M|小声で話してください。|0
l+p#.Ak8VO|先だって彼にあったときには、彼はとても元気だった。|0
fei^ZO/7wv|土曜の夜はどうかな？|0
vzn;4<gShY|私は川べりを歩いた。|0
uW4cUzS3:;|床屋に行く。|0
p8lFG,8fY/|そんなの朝飯前よ。|0
isEr9@B7.@|さしみが好きです。|0
c4ZZq;,Mcs|近頃牛肉は高い。|0
i$wcuI3r*O|昨日は小雨が降った。|0
uk9rvE]es?|これは基本です。|0
o-m2xzw`Ih|彼は店を買い取った。|0
i%q6U@wZZH|このトラベラーズチェックを両替してください。|0
nxVl`Re@/V|桜は三月か四月に咲きます。|0
b?s^AvVK%W|彼女は生け花の先生です。|0
ofUIS0zO5}|私を受け入れて。|0
cWIv&Zs7<K|不能になりました。|0
nlgM}P*3hE|最後の最後まであきらめるな。|0
qt]uU=pn^i|病人はもう安心です。|0
iA_]0/QFji|駅前に新しい書店ができました。|0
cGS9iZIGR;|私は西に対して東側にいます。|0
n`-8`[))/N|多くの会社が休業した。|0
iJ.+8RXA47|ちょっとお願いがあって。ある男の子のことなんだけど…|0
oV+{GKGgkv|私には成算がある。|0
j=>vxzEc.:|十人十色。|0
q{BpuRt5b*|余分な金はない。|0
g?E6Nv:(s.|日本語には敬語があります。|0
c-&#CD+Hh^|博物館について何か質問が？　それとも商売の話かな？|0
dmCuB3%GEO|ダイエットでいつも少食なお姉さん。|0
X1jcO+!JL|彼は暗いところで何か捜し物をしていた。|0
n3hPk6<TS|なんて事だ！|0
lKBYkpIG~U|暗くてよく見えないよ。|0
u:5]t$Vd4e|新婚旅行は海外の予定です。|0
l/&2/zPZ-U|裏切ったじゃない！|0
b`Bjlj=J;{|友人は私に同情してくれたよ。|0
c>;yNBG4&g|再来月まで予約で一杯です。|0
mdz}=BV]*v|私は中国人です。|0
mKlVr4OsP/|人の好きなものは、十人十色だ。|0
s.+tM^ZIBP|こちらはあなたがお話になるお方です。|0
jp3c:Cvs&C|右目では何も見えない。|0
j+DNDQgWFu|何だか疲れました。|0
hkgGV`iO~i|正気ですか。|0
n{#?D:9S?=|私は彼の意見を受け入れました。|0
lM:uE#Xfc:|真っ白です。|0
guIXGJU_9e|それの感想は？|0
khT/Z!*veq|彼女の趣味は低級だ。|0
q>:nJ0U52J|台風で交通機関がストップしている。|0
l[GnwP4NxB|持つべきものは友よね。|0
fRH~UNet[@|日本旅行は中止しなければいけない。|0
q;oGgWwYk~|2539は素数です。|0
fnt38`gL#q|私たちは同級生です。|0
cxpC$iJK4(|私たちは同級生です。|0
d}dtWV&T7h|私たちは早足で歩いた。|0
o1D2=ra:^|あの国とは国交がない。|0
ivy&1;Op_+|母を抱えて病院へ急ぐ。|0
da%}MH=?%}|すぐにしゃべるのをやめなさい。|0
os`t^F#.hD|父は不在です。|0
rLo/<{Pmq1|貯金を下ろす。|0
vn[$L3W_,S|商売は商売。|0
cg/M9OP/~!|電話でも受け付けていますよ。|0
jrOetHuCpr|７時にね。|0
j{yBu&wb8n|円はドルより安い。|0
k~y?qK4yv,|私はあなたと同行しましょう。|0
p-[ew[NlVq|彼の言葉は何を暗示しているのか。|0
bEuLA`1(0*|Ａｐｒ．はＡｐｒｉｌ（４月）の略語です。|0
eK[awI{X@L|彼女は子供時代を回想した。|0
ncWGa#:Q:$|大きな音にびっくりして飛び上がりました。|0
kx<w;el3@6|最近は、朝夕涼しくなった。|0
rHnw9X2T5h|友と再会した。|0
qx[oR:bN4_|彼女は文筆で生活を立てている。|0
g!TUe)t<7W|片づいたな|0
qC=~(V$*A}|近づかない方がいい|0
gQ8#Vkb:Lt|テレビはいつからあるの。|0
fJX.{W+3EG|前方に山が見えますね。|0
gSe)M}`_XD|番号違いのようですが。|0
x]Hg~j;Zf|餅屋は餅屋。|0
lS3=Q(TEA:|生け花を習いたい。|0
gH[]S3]e`_|男心と秋の空。|0
h[rH*W4@dn|その意気だ|0
d8eUlE(ab{|会計の窓口はどこですか。|0
svQ1zA<}E9|今すぐにやらなくてはいけませんか。|0
t@$OtxNQC]|どう致しまして。|0
mo7V>[LeZr|雨の中外へ出るのは好きじゃない。|0
i.B^[#Lj8&|商売の芽が出てきた。|0
prq-oS5,0N|待って。何かしら…　何てこと！|0
o6*M9#_elI|私たちは小船でその川を渡った。|0
gEjSrF687A|猫に小判。|0
vL}e=.F4=1|火が四方に広がったんだよ。|0
ckk.@]]1Wo|彼は高校の教員です。|0
pyBw*^BLPS|外は雪で真っ白だった。|0
nU,b-kCA04|それは受け売りだろう。|0
s&C3iac,(Z|と…　友達だろう…|0
r!v>GQR^*_|この薬は効力がある。|0
n-GNFK:4t@|水が不足している。|0
i/33B4XBir|足が釣って痛い。|0
nV/zCkX]3V|随分早く終わったね。|0
jAY_dS~3/o|この山は死火山だ。|0
u4UUv0>hU<|勉強への意欲がある。|0
d/P@uibG~f|三時でどうでしょうか。|0
h=)FB{Zh#O|宝物だって？|0
r1MmxyfZ^.|その質問を自問しない日はないよ|0
n(FLKAld?|彼女は息子を引き取ったの。|0
iiu#O&qy;l|二枚舌を使うな。|0
fx@HF)<u:5|フェアモント行きのバスです。|0
fA9qFCxcmx|彼女は走者です。|0
c+?V3n]$s/|今年の米の作柄は良い。|0
iHc8ZtfLd[|すみませんが、もう家に帰りたいんです|0
jyB/`;u@O~|それは私の台詞だよ！|0
s$id0-H~k(|頭数がたりないんだよ。|0
d(lJ07lbmc|正方形には四つの辺がある。|0
uZfAkH3*R!|じ、自分は…|0
g!#-G59g8l|皆さまにもどうぞよろしく。|0
n-HPz)DQ7U|原稿を読む。|0
qgu$[_0-.6|彼は女子高で教えている。|0
oxdU`L1DF&|小指を切ってしまいました。|0
oh3zlUTh_N|このことは内々にしてください。|0
t,c%#<:DwC|彼は人見知りする。|0
lVTaF}Weyi|彼は私の鼻先でドアをぱたんとしめた。|0
b]aqB$e@5,|この指輪はお母さんの形見です。|0
i418xTx`Fd|実際、馬車馬のように働いたもの。|0
qSLk8@`D)#|君に同情するよ。|0
m+~t4xK*oz|このクラスは女子が男子より多い。|0
lro>bN+Aek|８階にあります。|0
dwYy{DrVg&|間食をするな。|0
ba(}.[cW6%|彼が家に押し入った。|0
cm#O9sX;kr|性欲がありません。|0
hVZMsYUjmt|大した腕じゃないな|0
jVJQSZGSJ5|うちの方では１月には雪が降る。|0
f%33}C7e6d|彼は私の真後ろにいた。|0
bsR^)M/z2h|彼は生まれつき内気だ。|0
%q{&wM&$^|この話の出所については、私は何も知らない。|0
c{!HS1.[td|彼女との出会いが始まった。|0
s;AbYMJ$;m|私が彼の代理をします。|0
o1{~u/@h8i|彼女はその仕事に不向きだ。|0
f9eH~GM,pE|直前になって。|0
d`~xi*v_Cx|実力だよ、実力。|0
dhB?(gfIP]|この事件は誰が審理するのですか。|0
i2WlX[-$Fe|あの人とは肌が合わない。|0
u3^rd=7A~U|何か付け足すことはありますか。|0
bt(RPE.(s$|こちらの飲み物は単品となります。|0
k_,q$~=j&i|彼は法科の学生だ。|0
l)@C#ZbA>K|ここの名物は、おそばです。|0
p@C@=$$YsG|その部屋は引っ越せるばかりになっている。|0
oOkg/TU=)A|忙しい性分の人。|0
giWemVbZ2c|上等じゃないか！|0
ujE~3lu25c|引越す？　どこへ？|0
pCC:bkY73]|このことは他言してはいけない。|0
pk1#L(7Aut|再発しますか。|0
h3N@~t!tTc|機会があるって、何の？|0
m+6*[RDy-=|あなたはいつから三田に住んでいますか。|0
d(:G6U$,o,|ここの作業員ではないな。何をしている？|0
k}n{)(2bgG|この歯が不安定です。|0
lKZQKN%4RM|これではこの前の二の舞だぞ。|0
f#kIB/gaH~|それを文書で見たいと思います。|0
bKB:gb<`j?|新しい大臣が来る。|0
goTxvtUQ]1|刑法を勉強する。|0
h[hTHrrg>c|次は何だ、大蛇か？|0
c}%Fc}K8=6|君にはこっちが赤面する。|0
q{h%WVLts{|私は電気工です。|0
c;p<O?k}9C|この学校は、男子校だ。|0
utg)<emCW{|これは生き写しだ。|0
g?RniCN<?q|荷物はどこで受け取れますか。|0
gzs,DC@p*U|四捨五入すると二十になる。|0
b^[Eh19*G<|彼のは悪文だ。|0
l+frDjl~#,|手紙の文面は次の通り。|0
ic5]gLd,dW|雨宿りしよう。|0
nL;!VZ?(lZ|駅員に聞きましょう。|0
kG7A-><<l4|空に三日月が見えました。|0
jgfgG_VLLh|右肩が痛い。|0
j?S~i*wu@l|この金は食費になる。|0
q-tgB8c:N$|私はタクシーで川越へ行った。|0
j[}*kC8VuS|夕暮れまでには帰って来なさい。|0
[,p}*^*hJ|いいのか？　分かった。ここで見張りをしよう|0
soE/D3AMiW|別なのを買いたい。|0
uxux;a0m5>|何の略字ですか。|0
h$U,!x`Pmm|外見を気にする人が多い。|0
th9T&zSF3<|彼は農家に生まれました。|0
l`%Js![7H>|彼は国費で留学しています。|0
t3669mSQxQ|去年は不作だった。|0
bb$ZvD,-@;|彼は手袋をはめている。|0
ey^o)G-#8]|ここから博多までどれくらいですか。|0
n>-^ByI5&o|このことは口外してはいけません。|0
g/k48n&@pd|同感です。|0
j;4p_hJ<~g|ホテルは全焼した。|0
l/MI0Xb[S;|僕は数学をあきらめるよ。|0
ds9ACh8Qvb|水を使い果たしてしまった。|0
mQU5[svD4K|彼は私より年少だ。|0
ivIJZM%byA|彼女の言い分を聞いたか、テュリウス|0
b%c-N8U73y|このレストランは川床にあります。|0
prq$LZvk=N|彼は調理が好きです。|0
r?^8`P{m[1|庭のバラは今花盛りです。|0
iy1V&3h4U8|あの人は、とても薄情だ。|0
csboH)mM/G|来年は会えるでしょう。|0
rNUy.5dWux|子供を甘やかすな。|0
ft@7<Joc3[|他山の石とする。|0
j1L=xb09`6|ここに受取人の名前を書いてください。|0
b?d&;tN~7d|その学校の教育は特色がありますね。|0
k]rfWV*blJ|安静にしていてください。|0
p9PQgS?fNG|誰にも口外するな。|0
uFgK6w6nPa|彼は他言しないと約束した。|0
f0y{}6!Sea|そんなことをしても利点はない。|0
ktGy]o)swl|日本は東アジアにあります。|0
es)cslF;WE|その映画は何時封切りになりますか。|0
mD0^oY(_2N|娘は今年成年になる。|0
d;`8M(#j/+|彼の部屋には真四角な窓があったんだ。|0
mTSj`GqlHZ|この事で私は反問した。|0
p)AMK;i9CH|どうして彼は憎まれるのか。|0
A/zaNdr=k|ビデオで再現する。|0
o.+0#g7JIu|雨降りで月が見えなかったね。|0
ph?3sf?Y$Y|校長先生が校歌の作詞をした。|0
j=?+S%cH$C|あの人たちは私たちの家の真向いの家に住んでいる。|0
fki_RiZ/:j|相談し合う。|0
u)a&0jF82D|ゲームについてのご感想は？|0
N0G!h*I7+|彼を信用するな。|0
mXQLWN!RLJ|今日は月が真ん丸です。|0
qy;K)u,Zz8|美術館はどこにありますか。|0
mcLpepAQ-=|私は前日彼にあった。|0
k}h86j.C*g|彼は裏金をもらいました。|0
i`BI3iD$L*|この車はあの車より性能がよい。|0
jDxef?<23B|その車は古びて見えましたか。|0
tIjf+IMwWd|昨日、美術館に行きました。|0
vw}Vl9au?$|これが建物の側面の写真です。|0
l*RAtg01PM|体温計が壊れてしまった。|0
mtc:1tqXWx|兄は外遊に出た。|0
sfC+Dp#M[2|そのスポーツは男女一緒にします。|0
e4+h:LRo}~|テストを白紙で出したの。|0
n<,7WlT@c_|水曜日は休業します。|0
uKg@^2Wn&>|桜の花が見所です。|0
tnPxwmzs9R|目に見える星の数は無数です。|0
km5Yp<ajkD|文には普通、主語と動詞がある。|0
h[lK-O^*:#|試合は引き分けになった。|0
rEkDr-qdVu|国務省で働いている。|0
g7bBJ?12^]|彼は旅行の直前に熱が出たの。|0
sYeEan?V2|彼女は私に置手紙をした。|0
n#8miJQNeM|昨日、彼女の家を探すのにちょっとばかり手間取った。|0
q&,r.c{^Wa|彼の家には洋間があります。|0
lC&,h<J]]%|私たちは同窓生です。|0
m{zkQZiTR`|市場でね、お父さん|0
k{GQlp]r%0|私の言付けがあったでしょうね。|0
sGsMB;+[A(|人生なんて短い。|0
t(tm<g<m0_|OK。新大阪の新幹線出口に行くわ。|0
n~JB)9=Kd=|船便で出してください。|0
hsd`a_[W+F|花より団子。|0
l&&wTI^wjF|その選手は反則で負けました。|0
e$WKvNb0@?|彼女はいつも薄情だ。|0
pn`R-G.[[0|勉強を二の次にして遊びに行く。|0
onP1k*RA_P|見おろすと、たくさんビルが見えた。|0
dl>2DCi7QS|それは彼の十八番だ。|0
jVa>ukOa;~|考えておく|0
voLEFeD#%V|この新聞の社説は面白いね。|0
lq&kGBQ3F)|手数料はいくらですか。|0
b}zx:Q[CA,|そうとも言えるね。|0
c8j8(]zYr|そうとも言えるわね|0
mfSFaj[7b4|どうぞおいで下さい。|0
f60UFwI^G4|電話は不通なの。|0
vh0C2]5ouT|彼女は郵便局員になった。|0
fk}Pg>8!/w|これは彼女の手作りケーキです。|0
oc_X7Is=Nw|薬指を切った。|0
sZ!x:Qh(wQ|農家の子になりたいかね。|0
qo8T~:p7kp|彼は私たちの地域社会では博学の人で通っている。|0
gDpNgC3F&B|外に出ろ。|0
p$/1HZxCsr|彼は大物だ。|0
h^t>:^3ZD,|5月は田植えの季節です。|0
S?jnhFj0:|あの老女は誰ですか？|0
seGDJRKFyd|予定もつもりもないよ。|0
ign-/iU?+)|かわいそうにその女の子は失明した。|0
s!J,t1G!<=|丘の上にホテルが建ちましたね。|0
rr3bcvcm**|幾分は君に賛成です。|0
d}kP9nheHk|顔をそってください。|0
e&f;Bn$dta|四谷駅で降りて下さい。|0
vzr)fxMY7t|私は泳ぎ方を知らない。|0
ga9qT8Ow1X|本気ですか。|0
nM4LFF*f%-|傷口を見せてください。|0
odY_v9xrp{|この人に見覚えがありますか。|0
k:F_2{!lW%|憎まれ役を買って出る。|0
mV5t`;8}/9|彼は彼女に見覚えがある。|0
sBRc(xacK>|あなたは月刊雑誌を何か取っていますか。|0
bn9Begnd?U|そうとも言える。主人だからな|0
d5w=4e0-y+|実情がどうなっているかはっきり言いましょう。|0
npky_b{mc>|その魚は真水に住む。|0
r2SsuWDr0@|何の用だったかしら？|0
h(Oh1_tu=~|空港へ彼女を出迎えに行きました。|0
bVUh/Z{2><|自宅においでください。|0
u75T_/xey`|彼らはクッキーを１箱買った。|0
r{xI-]_<;w|戸外は暗い。|0
f?lZXyHWZ,|考えそれ自体は、悪くない。|0
cs&N$+xm)`|その話は承知した。|0
rd=%?zXtg;|新聞は生き残れるか。|0
sfTog8ygaK|八方塞がりだ。|0
dHQKA24UAL|ここに切傷があります。|0
vEn>Df!&(>|バルグルーフ首長…|0
fGZ-t5}6%O|今さらやめられない。|0
j<Q)E~E7`P|真由美と話している女の子は私の妹です。|0
g3rtgNy1eO|彼は絵を本格的に勉強しているんだ。|0
lx[]<jpdDA|本を読んで感想文を書く。|0
bp!Lc@`SP/|六十の手習い。|0
lFXm2Fq1EU|手を下げろ。|0
e#IDSs{xKQ|会社を牛耳るのは社長です。|0
ovODozbUg^|その少年は大人びて見えた。|0
bG9VF!;MsA|不束者ですがよろしくお願いします。|0
p)q265!934|一回でテストに受かりたい。|0
h+NFoa9Q7O|私の父は国内線のパイロットです。|0
t[m%O!@#H.|出社したら仕事がたくさんあって、アタフタした。|0
qe=0{ZUgb%|明日は市内を観光する予定です。|0
eJvNSbw-y`|健康に留意する。|0
q@[Q48>b@J|私の言い分けを聞いてくれ。|0
m/x0sjY9R)|一時的なものです。|0
d3L.G2h4.K|油断大敵。|0
uA7V1%C/9m|よく眠れた？|0
S,hrVZ%iR|私は木を切り倒した。|0
l)AlwnJ{F*|ご用件は？|0
rqrK*}=F>6|私は役員になった。|0
oq6%t:C0o{|スタンはリズに昔から片思いしてきた。|0
q(x!W3o&/N|引き受けよう|0
u%e^IYYaxu|今日はどこで昼食する？|0
f[A6I7vb.D|台風は北西に進んでいます。|0
s0N%$49!GL|若手にもっと頑張ってもらいたい。|0
jl}Z-aQz2c|私は彼の話しぶりが好きではない。|0
g90^5+_;L<|私は山にいく。|0
t$G9^`YL&U|母と買い物にいく。|0
tLgva:kYf%|彼は晩学だ。|0
q*+$nEP~L-|新しい仕事を引き受けたよ。|0
b`3zHda:]i|見た目が気になるな|0
jsvis8K42j|彼女は彼に何か耳打ちをした。|0
fm[uguFM<A|私は彼を右寄りだと言ったが、それは彼は頭が古いという意味で言ったのだ。|0
nx7!q^qp2r|和食は好きですか。|0
e4yQ2`-oBa|私は和食が好きです。|0
fmT1!!M<HP|丸木橋を渡る。|0
uCf_/=gyhq|彼の家は人の出入りが多いね。|0
mdKINBKW1b|原子力の安全な利用について考えましょう。|0
qf[&-@P:aT|トニリアによろしく。じき連絡すると伝えてくれ|0
eLuIdS2dPW|紙切れを取ってきてください。|0
oB]N/K&4[{|彼は見聞の広い人だ。|0
jJ,]EogIxc|これが分け前だ|0
h,XW.$#+hS|学校の付近ではスピードを出すな。|0
ff~SrX1P9p|５０＄の内金をお願いします。|0
e&}QL+.YV%|私がそれを引き受けます。|0
$D>cwt8E<|彼の家を見つけだせなかった。|0
jM~nz+.Lq,|彼を重視しているのですか。|0
g5:JW=r9&y|ここは都立の病院です。|0
s@]r@RY8aO|その店は明日から開業する。|0
dC@a)l0>i>|これは例文です。|0
c4.e)T6c0:|女王万歳。|0
uYlE`WJinU|目下彼はカナダにいる。|0
tg@OUhh#I+|親族が死んだ。もう生きてはいけない|0
b5aa/qvg`O|まだ8時なのに、もう眠たいです。|0
fC_n6Uzn%}|私の靴が見当たらない。|0
oVA-42R=9j|お母さんは暮し向きが良い。|0
sOu2`vJH}U|殿方から先にどうぞ。|0
uaLCl#4V3+|これは自業自得！|0
bQa=59X.2(|自業自得だ|0
hM<-;Ugii~|失礼、この家について何か知っていることは？　誰かが出入りするのを見たとか？|0
uy&X;c.s2|彼は日系人だ。|0
rsYR*WMq-y|近頃はいかがですか。|0
p-F00e/Hp8|今日は月曜ですね。|0
l5DVRLTf6%|ムイリの仕事を片づけてきて。今後も仕事はたくさんあるわ、約束する|0
e#o04<80mq|その日その日を生き抜くのがやっとだ。|0
ocblYVB9`M|彼は国務で忙しい。|0
uTM;$Lw>L}|全然眠れない。|0
)N1HX8EJ9|言葉づかいに気を付けなさい。|0
u}p/Gas]]^|毎朝7時5分に出勤します。|0
u00)_J&tc_|外用のみ。|0
iC,nPxTmxa|君は彼のことを買いかぶっている。|0
p7x,?]1@/9|仕事が終わり、彼は帰途についた。|0
jumMv(Es48|部屋の中から笑い声が聞こえた。|0
lqcT^W-Afi|それは総計何キロですか。|0
